id,split,image,gt_time_hhmm,gt_time_minutes,gt_time_hhmmss,gt_time_seconds_total,gt_seconds,pred_time_hhmm,pred_time_minutes,pred_time_hhmmss,pred_time_seconds_total,parsed_ok,is_exact,tol_1,tol_5,abs_err_minutes,hour_correct,minute_correct,second_correct,raw_output,latency_sec,error
rege_ood_noisy_blender_000000,noisy,images/sample_00000.png,12:18,18,,,,01:24,84,01:24:25,5065,True,False,False,False,66,False,False,,01:24:25,0.24410009384155273,
rege_ood_noisy_blender_000001,noisy,images/sample_00001.png,07:25,445,,,,,,,,False,False,False,False,,,,,17:42:28,0.1620488166809082,
rege_ood_noisy_blender_000002,noisy,images/sample_00002.png,06:44,404,06:44:40,24280,40,07:46,466,07:46:00,27960,True,False,False,False,62,False,False,False,07:46:00,0.15949583053588867,
rege_ood_noisy_blender_000003,noisy,images/sample_00003.png,12:40,40,,,,01:40,100,01:40:00,6000,True,False,False,False,60,False,True,,01:40:00,0.15686440467834473,
rege_ood_noisy_blender_000004,noisy,images/sample_00004.png,12:19,19,,,,10:13,613,10:13:00,36780,True,False,False,False,126,False,False,,10:13:00,0.17238450050354004,
rege_ood_noisy_blender_000005,noisy,images/sample_00005.png,03:28,208,03:28:55,12535,55,,,,,False,False,False,False,,,,,15:30:57,0.19529485702514648,
rege_ood_noisy_blender_000006,noisy,images/sample_00006.png,06:48,408,,,,07:55,475,07:55:57,28557,True,False,False,False,67,False,False,,07:55:57,0.17865252494812012,
rege_ood_noisy_blender_000007,noisy,images/sample_00007.png,11:28,688,11:28:18,41298,18,11:27,687,11:27:16,41236,True,False,True,True,1,True,False,False,11:27:16,0.17227792739868164,
rege_ood_noisy_blender_000008,noisy,images/sample_00008.png,07:55,475,07:55:17,28517,17,09:25,565,09:25:26,33926,True,False,False,False,90,False,False,False,09:25:26,0.1643834114074707,
rege_ood_noisy_blender_000009,noisy,images/sample_00009.png,06:40,400,,,,07:39,459,07:39:40,27580,True,False,False,False,59,False,False,,07:39:40,0.17194843292236328,
rege_ood_noisy_blender_000010,noisy,images/sample_00010.png,04:42,282,04:42:22,16942,22,,,,,False,False,False,False,,,,,17:47:28,0.1755964756011963,
