id,split,image,gt_time_hhmm,gt_time_minutes,gt_time_hhmmss,gt_time_seconds_total,gt_seconds,pred_time_hhmm,pred_time_minutes,pred_time_hhmmss,pred_time_seconds_total,parsed_ok,is_exact,tol_1,tol_5,abs_err_minutes,hour_correct,minute_correct,second_correct,raw_output,latency_sec,error
rege_ood_clean_blender_000000,clean,images/sample_00000.png,11:00,660,11:00:45,39645,45,12:04,4,12:04:48,288,True,False,False,False,64,False,False,False,12:04:48,0.1356194019317627,
rege_ood_clean_blender_000001,clean,images/sample_00001.png,05:33,333,05:33:30,20010,30,,,,,False,False,False,False,,,,,17:33:30,0.12488675117492676,
rege_ood_clean_blender_000002,clean,images/sample_00002.png,08:15,495,08:15:43,29743,43,07:12,432,07:12:00,25920,True,False,False,False,63,False,False,False,07:12:00,0.12668061256408691,
rege_ood_clean_blender_000003,clean,images/sample_00003.png,08:25,505,08:25:23,30323,23,,,,,False,False,False,False,,,,,15:30:28,0.13028264045715332,
rege_ood_clean_blender_000004,clean,images/sample_00004.png,11:40,700,,,,12:45,45,12:45:00,2700,True,False,False,False,65,False,False,,12:45:00,0.13344931602478027,
rege_ood_clean_blender_000005,clean,images/sample_00005.png,09:52,592,,,,10:55,655,10:55:30,39330,True,False,False,False,63,False,False,,10:55:30,0.13402223587036133,
rege_ood_clean_blender_000006,clean,images/sample_00006.png,06:44,404,,,,,,,,False,False,False,False,,,,,17:39:00,0.12833261489868164,
rege_ood_clean_blender_000007,clean,images/sample_00007.png,05:03,303,,,,07:00,420,,,True,False,False,False,117,False,False,,17:07:00,0.11681151390075684,
rege_ood_clean_blender_000008,clean,images/sample_00008.png,05:44,344,05:44:46,20686,46,,,,,False,False,False,False,,,,,17:45:45,0.11773347854614258,
rege_ood_clean_blender_000009,clean,images/sample_00009.png,04:17,257,,,,,,,,False,False,False,False,,,,,16:15:00,0.11736512184143066,
rege_ood_clean_blender_000010,clean,images/sample_00010.png,07:40,460,,,,07:38,458,07:38:00,27480,True,False,False,True,2,True,False,,07:38:00,0.11742353439331055,
rege_ood_clean_blender_000011,clean,images/sample_00011.png,01:31,91,01:31:21,5481,21,06:17,377,06:17:00,22620,True,False,False,False,286,False,False,False,06:17:00,0.12303352355957031,
rege_ood_clean_blender_000012,clean,images/sample_00012.png,04:36,276,04:36:48,16608,48,,,,,False,False,False,False,,,,,16:33:45,0.1270751953125,
rege_ood_clean_blender_000013,clean,images/sample_00013.png,01:25,85,,,,06:10,370,06:10:30,22230,True,False,False,False,285,False,False,,06:10:30,0.1339426040649414,
rege_ood_clean_blender_000014,clean,images/sample_00014.png,08:43,523,08:43:22,31402,22,08:41,521,08:41:21,31281,True,False,False,True,2,True,False,False,08:41:21,0.1280832290649414,
rege_ood_clean_blender_000015,clean,images/sample_00015.png,03:42,222,03:42:19,13339,19,,,,,False,False,False,False,,,,,16:47:25,0.11507773399353027,
rege_ood_clean_blender_000016,clean,images/sample_00016.png,06:47,407,06:47:06,24426,6,10:10,610,10:10:10,36610,True,False,False,False,203,False,False,False,10:10:10,0.11391472816467285,
rege_ood_clean_blender_000017,clean,images/sample_00017.png,12:39,39,12:39:06,2346,6,02:43,163,02:43:10,9790,True,False,False,False,124,False,False,False,02:43:10,0.11806535720825195,
rege_ood_clean_blender_000018,clean,images/sample_00018.png,12:19,19,12:19:05,1145,5,04:09,249,04:09:10,14950,True,False,False,False,230,False,False,False,04:09:10,0.12195038795471191,
rege_ood_clean_blender_000019,clean,images/sample_00019.png,06:07,367,06:07:08,22028,8,06:05,365,06:05:00,21900,True,False,False,True,2,True,False,False,06:05:00,0.11795496940612793,
rege_ood_clean_blender_000020,clean,images/sample_00020.png,11:37,697,,,,12:38,38,12:38:00,2280,True,False,False,False,61,False,False,,12:38:00,0.1289515495300293,
rege_ood_clean_blender_000021,clean,images/sample_00021.png,02:57,177,02:57:41,10661,41,10:52,652,10:52:35,39155,True,False,False,False,245,False,False,False,10:52:35,0.12755823135375977,
rege_ood_clean_blender_000022,clean,images/sample_00022.png,01:50,110,01:50:05,6605,5,01:48,108,01:48:06,6486,True,False,False,True,2,True,False,False,01:48:06,0.127180814743042,
rege_ood_clean_blender_000023,clean,images/sample_00023.png,06:49,409,,,,,,,,False,False,False,False,,,,,18:47:00,0.11784911155700684,
rege_ood_clean_blender_000024,clean,images/sample_00024.png,01:18,78,01:18:38,4718,38,07:15,435,07:15:38,26138,True,False,False,False,357,False,False,True,07:15:38,0.11649942398071289,
rege_ood_clean_blender_000025,clean,images/sample_00025.png,08:03,483,,,,08:06,486,08:06:00,29160,True,False,False,True,3,True,False,,08:06:00,0.11878037452697754,
rege_ood_clean_blender_000026,clean,images/sample_00026.png,03:18,198,03:18:44,11924,44,,,,,False,False,False,False,,,,,15:14:41,0.11563253402709961,
rege_ood_clean_blender_000027,clean,images/sample_00027.png,03:20,200,03:20:05,12005,5,03:00,180,03:00:00,10800,True,False,False,False,20,True,False,False,03:00:00,0.11789345741271973,
rege_ood_clean_blender_000028,clean,images/sample_00028.png,01:42,102,01:42:38,6158,38,08:40,520,08:40:37,31237,True,False,False,False,302,False,False,False,08:40:37,0.12877154350280762,
rege_ood_clean_blender_000029,clean,images/sample_00029.png,05:49,349,,,,06:53,413,06:53:00,24780,True,False,False,False,64,False,False,,06:53:00,0.11702370643615723,
rege_ood_clean_blender_000030,clean,images/sample_00030.png,01:53,113,,,,01:51,111,01:51:00,6660,True,False,False,True,2,True,False,,01:51:00,0.12723708152770996,
rege_ood_clean_blender_000031,clean,images/sample_00031.png,06:33,393,,,,06:33,393,06:33:00,23580,True,True,True,True,0,True,True,,06:33:00,0.11654400825500488,
rege_ood_clean_blender_000032,clean,images/sample_00032.png,10:58,658,10:58:30,39510,30,12:02,2,12:02:34,154,True,False,False,False,64,False,False,False,12:02:34,0.11637401580810547,
rege_ood_clean_blender_000033,clean,images/sample_00033.png,03:58,238,03:58:21,14301,21,,,,,False,False,False,False,,,,,15:20:59,0.11696720123291016,
rege_ood_clean_blender_000034,clean,images/sample_00034.png,06:05,365,06:05:01,21901,1,07:10,430,07:10:07,25807,True,False,False,False,65,False,False,False,07:10:07,0.11707210540771484,
