id,split,image,gt_time_hhmm,gt_time_minutes,gt_time_hhmmss,gt_time_seconds_total,gt_seconds,pred_time_hhmm,pred_time_minutes,pred_time_hhmmss,pred_time_seconds_total,parsed_ok,is_exact,tol_1,tol_5,abs_err_minutes,hour_correct,minute_correct,second_correct,raw_output,latency_sec,error
rege_ood_noisy_blender_000000,noisy,images/sample_00000.png,12:18,18,,,,12:21,21,12:21:58,1318,True,False,False,True,3,True,False,,12:21:58,0.40882325172424316,
rege_ood_noisy_blender_000001,noisy,images/sample_00001.png,07:25,445,,,,07:25,445,07:25:01,26701,True,True,True,True,0,True,True,,07:25:01,0.40049052238464355,
rege_ood_noisy_blender_000002,noisy,images/sample_00002.png,06:44,404,06:44:40,24280,40,10:15,615,10:15:45,36945,True,False,False,False,211,False,False,False,The exact time shown on this analog clock is 10:15:45.,0.6018009185791016,
rege_ood_noisy_blender_000003,noisy,images/sample_00003.png,12:40,40,,,,12:40,40,12:40:40,2440,True,True,True,True,0,True,True,,12:40:40,0.39212989807128906,
rege_ood_noisy_blender_000004,noisy,images/sample_00004.png,12:19,19,,,,12:09,9,12:09:00,540,True,False,False,False,10,True,False,,12:09:00,0.5171763896942139,
rege_ood_noisy_blender_000005,noisy,images/sample_00005.png,03:28,208,03:28:55,12535,55,03:29,209,03:29:54,12594,True,False,True,True,1,True,False,False,03:29:54,0.5544936656951904,
rege_ood_noisy_blender_000006,noisy,images/sample_00006.png,06:48,408,,,,08:57,537,08:57:56,32276,True,False,False,False,129,False,False,,08:57:56,0.519650936126709,
rege_ood_noisy_blender_000007,noisy,images/sample_00007.png,11:28,688,11:28:18,41298,18,11:28,688,11:28:17,41297,True,True,True,True,0,True,True,False,11:28:17,0.5358953475952148,
rege_ood_noisy_blender_000008,noisy,images/sample_00008.png,07:55,475,07:55:17,28517,17,10:09,609,10:09:29,36569,True,False,False,False,134,False,False,False,10:09:29,0.5208253860473633,
rege_ood_noisy_blender_000009,noisy,images/sample_00009.png,06:40,400,,,,04:34,274,04:34:40,16480,True,False,False,False,126,False,False,,04:34:40,0.5211300849914551,
rege_ood_noisy_blender_000010,noisy,images/sample_00010.png,04:42,282,04:42:22,16942,22,05:47,347,05:47:24,20844,True,False,False,False,65,False,False,False,05:47:24,0.5345816612243652,
rege_ood_noisy_blender_000011,noisy,images/sample_00011.png,12:00,0,12:00:02,2,2,01:03,63,,,True,False,False,False,63,False,False,,00:01:03,0.519784688949585,
rege_ood_noisy_blender_000012,noisy,images/sample_00012.png,06:17,377,06:17:38,22658,38,06:14,374,06:14:36,22476,True,False,False,True,3,True,False,False,The time shown on the analog clock is 06:14:36.,0.6962687969207764,
rege_ood_noisy_blender_000013,noisy,images/sample_00013.png,12:44,44,12:44:54,2694,54,12:53,53,12:53:54,3234,True,False,False,False,9,True,False,True,The time shown on the analog clock is 12:53:54,0.6696856021881104,
rege_ood_noisy_blender_000014,noisy,images/sample_00014.png,12:22,22,12:22:54,1374,54,10:10,610,10:10:42,36642,True,False,False,False,132,False,False,False,10:10:42,0.5171568393707275,
rege_ood_noisy_blender_000015,noisy,images/sample_00015.png,11:37,697,,,,12:34,34,12:34:56,2096,True,False,False,False,57,False,False,,The analog clock in the image shows the time as 12:34:56.,0.7305738925933838,
rege_ood_noisy_blender_000016,noisy,images/sample_00016.png,09:08,548,09:08:52,32932,52,09:09,549,09:09:53,32993,True,False,True,True,1,True,False,False,09:09:53,0.4521148204803467,
rege_ood_noisy_blender_000017,noisy,images/sample_00017.png,09:55,595,09:55:31,35731,31,10:56,656,10:56:30,39390,True,False,False,False,61,False,False,False,10:56:30,0.5185685157775879,
rege_ood_noisy_blender_000018,noisy,images/sample_00018.png,11:57,717,,,,11:01,661,11:01:01,39661,True,False,False,False,56,True,False,,11:01:01,0.5247282981872559,
rege_ood_noisy_blender_000019,noisy,images/sample_00019.png,07:07,427,07:07:11,25631,11,04:00,240,,,True,False,False,False,187,False,False,,13:04:00,0.5218667984008789,
rege_ood_noisy_blender_000020,noisy,images/sample_00020.png,06:37,397,06:37:16,23836,16,07:36,456,07:36:17,27377,True,False,False,False,59,False,False,False,7:36:17,0.5037925243377686,
rege_ood_noisy_blender_000021,noisy,images/sample_00021.png,03:16,196,,,,04:27,267,04:27:00,16020,True,False,False,False,71,False,False,,The time shown on the analog clock is 04:27:00,0.679084300994873,
rege_ood_noisy_blender_000022,noisy,images/sample_00022.png,06:51,411,06:51:07,24667,7,05:49,349,05:49:04,20944,True,False,False,False,62,False,False,False,05:49:04,0.5071108341217041,
rege_ood_noisy_blender_000023,noisy,images/sample_00023.png,02:24,144,,,,03:24,204,03:24:30,12270,True,False,False,False,60,False,True,,03:24:30,0.5163497924804688,
rege_ood_noisy_blender_000024,noisy,images/sample_00024.png,05:08,308,05:08:47,18527,47,05:08,308,05:08:46,18526,True,True,True,True,0,True,True,False,The exact time shown on this analog clock is 05:08:46.,0.8415403366088867,
rege_ood_noisy_blender_000025,noisy,images/sample_00025.png,07:31,451,07:31:21,27081,21,07:20,440,07:20:23,26423,True,False,False,False,11,True,False,False,The exact time shown on this analog clock is 07:20:23.,0.8309874534606934,
rege_ood_noisy_blender_000026,noisy,images/sample_00026.png,09:27,567,09:27:21,34041,21,10:34,634,10:34:25,38065,True,False,False,False,67,False,False,False,10:34:25,0.507225751876831,
rege_ood_noisy_blender_000027,noisy,images/sample_00027.png,06:32,392,,,,10:55,655,10:55:19,39319,True,False,False,False,263,False,False,,10:55:19,0.5129537582397461,
rege_ood_noisy_blender_000028,noisy,images/sample_00028.png,04:23,263,04:23:46,15826,46,11:31,691,11:31:40,41500,True,False,False,False,292,False,False,False,11:31:40,0.5361518859863281,
rege_ood_noisy_blender_000029,noisy,images/sample_00029.png,10:48,648,,,,10:50,650,10:50:50,39050,True,False,False,True,2,True,False,,10:50:50,0.37445688247680664,
rege_ood_noisy_blender_000030,noisy,images/sample_00030.png,11:54,714,,,,12:55,55,12:55:58,3358,True,False,False,False,61,False,False,,12:55:58,0.46094417572021484,
rege_ood_noisy_blender_000031,noisy,images/sample_00031.png,03:43,223,,,,05:16,316,05:16:04,18964,True,False,False,False,93,False,False,,05:16:04,0.4711012840270996,
rege_ood_noisy_blender_000032,noisy,images/sample_00032.png,11:57,717,,,,12:57,57,12:57:30,3450,True,False,False,False,60,False,True,,12:57:30,0.4735758304595947,
rege_ood_noisy_blender_000033,noisy,images/sample_00033.png,01:03,63,01:03:56,3836,56,12:55,55,12:55:03,3303,True,False,False,False,8,False,False,False,12:55:03,0.45331692695617676,
rege_ood_noisy_blender_000034,noisy,images/sample_00034.png,12:41,41,,,,07:23,443,07:23:01,26581,True,False,False,False,318,False,False,,07:23:01,0.4718775749206543,
rege_ood_noisy_blender_000035,noisy,images/sample_00035.png,11:16,676,11:16:58,40618,58,01:17,77,01:17:02,4622,True,False,False,False,121,False,False,False,01:17:02,0.5057187080383301,
rege_ood_noisy_blender_000036,noisy,images/sample_00036.png,12:51,51,12:51:32,3092,32,12:40,40,12:40:27,2427,True,False,False,False,11,True,False,False,12:40:27,0.3760826587677002,
rege_ood_noisy_blender_000037,noisy,images/sample_00037.png,08:58,538,08:58:25,32305,25,06:44,404,06:44:08,24248,True,False,False,False,134,False,False,False,06:44:08,0.374833345413208,
rege_ood_noisy_blender_000038,noisy,images/sample_00038.png,12:15,15,12:15:06,906,6,09:00,540,09:00:54,32454,True,False,False,False,195,False,False,False,09:00:54,0.3761582374572754,
rege_ood_noisy_blender_000039,noisy,images/sample_00039.png,01:29,89,,,,,,,,False,False,False,False,,,,,"The exact time shown on this analog clock is 13:18:22.

The clock face displays military time, with the hour hand positioned between 1 and 2 (indicating 13:00) and the minute hand pointing to 3 (indicating 18 minutes). There's also a second hand visible, which is between 4 and 5, representing 22 seconds.",2.014521598815918,
rege_ood_noisy_blender_000040,noisy,images/sample_00040.png,07:38,458,,,,09:38,578,09:38:38,34718,True,False,False,False,120,False,True,,09:38:38,0.5137755870819092,
rege_ood_noisy_blender_000041,noisy,images/sample_00041.png,07:11,431,,,,04:09,249,04:09:04,14944,True,False,False,False,182,False,False,,The exact time shown on the analog clock in the image is 04:09:04.,0.8815751075744629,
rege_ood_noisy_blender_000042,noisy,images/sample_00042.png,07:26,446,07:26:59,26819,59,08:27,507,08:27:02,30422,True,False,False,False,61,False,False,False,The exact time shown on this analog clock is 08:27:02.,0.7819335460662842,
rege_ood_noisy_blender_000043,noisy,images/sample_00043.png,01:53,113,,,,01:52,112,01:52:53,6773,True,False,True,True,1,True,False,,01:52:53,0.5056545734405518,
rege_ood_noisy_blender_000044,noisy,images/sample_00044.png,11:55,715,,,,11:57,717,11:57:35,43055,True,False,False,True,2,True,False,,11:57:35,0.5034084320068359,
rege_ood_noisy_blender_000045,noisy,images/sample_00045.png,08:52,532,08:52:04,31924,4,06:52,412,06:52:07,24727,True,False,False,False,120,False,True,False,06:52:07,0.5179650783538818,
rege_ood_noisy_blender_000046,noisy,images/sample_00046.png,03:47,227,,,,10:46,646,10:46:45,38805,True,False,False,False,301,False,False,,10:46:45,0.506072998046875,
